11,2.90
12,3.90
13,3.80
14,4.60
15,5.20
16,5.80
17,6.70
18,8.20
19,8.30
22,2.10
23,2.30
24,3.00
25,3.20
26,3.60
27,4.90
28,5.60
29,8.30
33,2.10
34,2.30
35,3.00
36,3.20
37,4.00
38,4.80
39,8.30
44,2.10
45,2.30
46,3.00
47,3.20
48,4.00
49,4.10
55,2.10
56,2.30
57,2.90
58,3.20
59,3.50
66,2.10
67,2.20
68,2.90
69,3.00
77,2.00
78,2.20
79,2.30
88,2.00
89,2.20
