11,2.80
12,2.90
13,3.10
14,3.40
15,3.60
16,3.80
17,4.90
18,4.90
19,5.00
22,2.00
23,2.10
24,2.20
25,2.30
26,2.40
27,3.60
28,3.60
29,5.00
33,2.00
34,2.10
35,2.20
36,2.30
37,2.30
38,2.30
39,5.00
44,2.00
45,2.10
46,2.20
47,2.30
48,2.30
49,2.30
55,2.00
56,2.10
57,2.30
58,2.30
59,2.30
66,2.00
67,2.00
68,2.20
69,2.30
77,1.90
78,2.00
79,2.10
88,1.90
89,2.00
